First Reaction,Second Reaction,Second Reaction Author
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174441"",""R-HSA-174441"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69140"",""R-HSA-69140"")",
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174441"",""R-HSA-174441"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174445"",""R-HSA-174445"")","Seidel, J"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174441"",""R-HSA-174441"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69142"",""R-HSA-69142"")",
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174441"",""R-HSA-174441"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174451"",""R-HSA-174451"")","Seidel, J"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174446"",""R-HSA-174446"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174456"",""R-HSA-174456"")","Seidel, J"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174447"",""R-HSA-174447"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174452"",""R-HSA-174452"")","Seidel, J"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174452"",""R-HSA-174452"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9668597"",""R-HSA-9668597"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174452"",""R-HSA-174452"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174425"",""R-HSA-174425"")","Seidel, J"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174452"",""R-HSA-174452"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-68914"",""R-HSA-68914"")",
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174452"",""R-HSA-174452"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-68950"",""R-HSA-68950"")",
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176116"",""R-HSA-176116"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799246"",""R-HSA-6799246"")","Orlic-Milacic, M"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176116"",""R-HSA-176116"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-75028"",""R-HSA-75028"")","Matthews, L"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176700"",""R-HSA-176700"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912408"",""R-HSA-912408"")","May, B"
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176702"",""R-HSA-176702"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69063"",""R-HSA-69063"")",
