Pathway,First Reaction,Second Reaction,Second Reaction Author
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4419948"",""R-HSA-4419948"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5195402"",""R-HSA-5195402"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5229194"",""R-HSA-5229194"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2995376"",""R-HSA-2995376"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5693609"",""R-HSA-5693609"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799246"",""R-HSA-6799246"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799332"",""R-HSA-6799332"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69685"",""R-HSA-69685"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6803388"",""R-HSA-6803388"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6803411"",""R-HSA-6803411"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""R-HSA-6804879"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5633460"",""R-HSA-5633460"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69891"",""R-HSA-69891"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5683735"",""R-HSA-5683735"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8848436"",""R-HSA-8848436"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8848414"",""R-HSA-8848414"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852306"",""R-HSA-8852306"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852298"",""R-HSA-8852298"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852317"",""R-HSA-8852317"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2172194"",""R-HSA-2172194"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852317"",""R-HSA-8852317"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2984226"",""R-HSA-2984226"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852317"",""R-HSA-8852317"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-156682"",""R-HSA-156682"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852317"",""R-HSA-8852317"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3002798"",""R-HSA-3002798"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852317"",""R-HSA-8852317"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2562526"",""R-HSA-2562526"")","Orlic-Milacic, M"
Cell Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852317"",""R-HSA-8852317"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852324"",""R-HSA-8852324"")","Orlic-Milacic, M"
