Pathway,First Reaction,Second Reaction,Second Reaction Author
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1855154"",""R-HSA-1855154"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1855180"",""R-HSA-1855180"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1855208"",""R-HSA-1855208"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1855210"",""R-HSA-1855210"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1855211"",""R-HSA-1855211"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1855174"",""R-HSA-1855174"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6809565"",""R-HSA-6809565"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1855232"",""R-HSA-1855232"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1855202"",""R-HSA-1855202"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6809561"",""R-HSA-6809561"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1855213"",""R-HSA-1855213"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1855205"",""R-HSA-1855205"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1855159"",""R-HSA-1855159"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1855218"",""R-HSA-1855218"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1855171"",""R-HSA-1855171"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-163750"",""R-HSA-163750"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-163689"",""R-HSA-163689"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9661408"",""R-HSA-9661408"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-917892"",""R-HSA-917892"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9661408"",""R-HSA-9661408"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-917979"",""R-HSA-917979"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-917979"",""R-HSA-917979"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5679041"",""R-HSA-5679041"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9661417"",""R-HSA-9661417"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-75899"",""R-HSA-75899"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-163489"",""R-HSA-163489"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
Metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-163568"",""R-HSA-163568"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237160"",""R-HSA-1237160"")","Stephan, R"
