PathwayName,Event,RelationType,PrecedingEventCurated
Digestion and absorption,R-HSA-189102,Preceding Event Relation,R-HSA-188979
Digestion and absorption,R-HSA-191116,Preceding Event Relation,R-HSA-189053
Digestion and absorption,R-HSA-191116,Preceding Event Relation,R-HSA-191114
Digestion and absorption,R-HSA-191116,Preceding Event Relation,R-HSA-188979
Digestion and absorption,R-HSA-189069,Preceding Event Relation,null
Digestion and absorption,R-HSA-188979,Preceding Event Relation,null
Digestion and absorption,R-HSA-6786421,Preceding Event Relation,null
Digestion and absorption,R-HSA-188985,Preceding Event Relation,null
Digestion and absorption,R-HSA-6786652,Preceding Event Relation,null
Digestion and absorption,R-HSA-189053,Preceding Event Relation,R-HSA-191114
Digestion and absorption,R-HSA-191101,Preceding Event Relation,R-HSA-189053
Digestion and absorption,R-HSA-191101,Preceding Event Relation,R-HSA-191114
Digestion and absorption,R-HSA-191101,Preceding Event Relation,R-HSA-188979
Digestion and absorption,R-HSA-8932955,Preceding Event Relation,R-HSA-189069
Digestion and absorption,R-HSA-8932955,Preceding Event Relation,R-HSA-191101
Digestion and absorption,R-HSA-8932955,Preceding Event Relation,R-HSA-189053
Digestion and absorption,R-HSA-8932955,Preceding Event Relation,R-HSA-191116
Digestion and absorption,R-HSA-8932955,Preceding Event Relation,R-HSA-189102
Digestion and absorption,R-HSA-8932955,Preceding Event Relation,R-HSA-188985
Digestion and absorption,R-HSA-8932955,Preceding Event Relation,R-HSA-191108
Digestion and absorption,R-HSA-8932955,Preceding Event Relation,R-HSA-189062
Digestion and absorption,R-HSA-189222,Preceding Event Relation,R-HSA-189069
Digestion and absorption,R-HSA-189242,Preceding Event Relation,R-HSA-189222
Digestion and absorption,R-HSA-189242,Preceding Event Relation,R-HSA-8932955
Digestion and absorption,R-HSA-265456,Preceding Event Relation,null
Digestion and absorption,R-HSA-265443,Preceding Event Relation,R-HSA-192417
Digestion and absorption,R-HSA-265545,Preceding Event Relation,null
Disease,R-HSA-4085027,Preceding Event Relation,null
Disease,R-HSA-5609939,Preceding Event Relation,null
Disease,R-HSA-4341669,Preceding Event Relation,null
Disease,R-HSA-4719354,Preceding Event Relation,null
Disease,R-HSA-5610036,Preceding Event Relation,null
Disease,R-HSA-5610026,Preceding Event Relation,null
Disease,R-HSA-4088338,Preceding Event Relation,null
Disease,R-HSA-4088322,Preceding Event Relation,null
Disease,R-HSA-5610038,Preceding Event Relation,null
Disease,R-HSA-4755545,Preceding Event Relation,null
Disease,R-HSA-3781832,Preceding Event Relation,null
Disease,R-HSA-4755572,Preceding Event Relation,null
Disease,R-HSA-4755600,Preceding Event Relation,null
Disease,R-HSA-4717406,Preceding Event Relation,null
Disease,R-HSA-4719375,Preceding Event Relation,null
Disease,R-HSA-3781926,Preceding Event Relation,null
Disease,R-HSA-3656230,Preceding Event Relation,null
Disease,R-HSA-9035949,Preceding Event Relation,null
Disease,R-HSA-9035950,Preceding Event Relation,null
Disease,R-HSA-3656258,Preceding Event Relation,null
Disease,R-HSA-3560785,Preceding Event Relation,null
Disease,R-HSA-3560794,Preceding Event Relation,null
Disease,R-HSA-3656261,Preceding Event Relation,null
Disease,R-HSA-9036283,Preceding Event Relation,null
Disease,R-HSA-9036285,Preceding Event Relation,null
Disease,R-HSA-3656257,Preceding Event Relation,null
Disease,R-HSA-3560789,Preceding Event Relation,null
Disease,R-HSA-9035983,Preceding Event Relation,null
Disease,R-HSA-9035982,Preceding Event Relation,null
Disease,R-HSA-3662344,Preceding Event Relation,null
Disease,R-HSA-4420365,Preceding Event Relation,null
Disease,R-HSA-3636919,Preceding Event Relation,null
Disease,R-HSA-3595175,Preceding Event Relation,null
Disease,R-HSA-3656269,Preceding Event Relation,null
Disease,R-HSA-3560802,Preceding Event Relation,null
Disease,R-HSA-3560804,Preceding Event Relation,null
Disease,R-HSA-9036289,Preceding Event Relation,null
Disease,R-HSA-3656254,Preceding Event Relation,null
Disease,R-HSA-9036290,Preceding Event Relation,null
Disease,R-HSA-3656267,Preceding Event Relation,null
Disease,R-HSA-9035976,Preceding Event Relation,null
Disease,R-HSA-9035978,Preceding Event Relation,null
Disease,R-HSA-3656259,Preceding Event Relation,null
Disease,R-HSA-3595178,Preceding Event Relation,null
Disease,R-HSA-3595176,Preceding Event Relation,null
Disease,R-HSA-5615556,Preceding Event Relation,null
Disease,R-HSA-5617096,Preceding Event Relation,null
Disease,R-HSA-5096538,Preceding Event Relation,null
Disease,R-HSA-5096537,Preceding Event Relation,null
Disease,R-HSA-6785668,Preceding Event Relation,null
Disease,R-HSA-5096532,Preceding Event Relation,null
Disease,R-HSA-5615604,Preceding Event Relation,null
Disease,R-HSA-6785524,Preceding Event Relation,null
Disease,R-HSA-6785565,Preceding Event Relation,null
Disease,R-HSA-4549368,Preceding Event Relation,null
Disease,R-HSA-4720497,Preceding Event Relation,null
Disease,R-HSA-4549382,Preceding Event Relation,null
Disease,R-HSA-4793956,Preceding Event Relation,null
Disease,R-HSA-4724291,Preceding Event Relation,null
Disease,R-HSA-4549334,Preceding Event Relation,null
Disease,R-HSA-4793955,Preceding Event Relation,null
Disease,R-HSA-4793947,Preceding Event Relation,null
Disease,R-HSA-4724330,Preceding Event Relation,null
Disease,R-HSA-9035514,Preceding Event Relation,null
Disease,R-HSA-4720478,Preceding Event Relation,null
Disease,R-HSA-4570573,Preceding Event Relation,null
Disease,R-HSA-4720473,Preceding Event Relation,null
Disease,R-HSA-9036008,Preceding Event Relation,null
Disease,R-HSA-9036011,Preceding Event Relation,null
Disease,R-HSA-4793949,Preceding Event Relation,null
Disease,R-HSA-9036012,Preceding Event Relation,null
Disease,R-HSA-4551297,Preceding Event Relation,null
Disease,R-HSA-5633241,Preceding Event Relation,null
Disease,R-HSA-9036025,Preceding Event Relation,null
Disease,R-HSA-4686998,Preceding Event Relation,null
Disease,R-HSA-9036021,Preceding Event Relation,null
Disease,R-HSA-9036020,Preceding Event Relation,null
Disease,R-HSA-8876230,Preceding Event Relation,R-HSA-8876210
Disease,R-HSA-8876246,Preceding Event Relation,R-HSA-8876240
Disease,R-HSA-8876262,Preceding Event Relation,R-HSA-8876255
Disease,R-HSA-8876210,Preceding Event Relation,R-HSA-8875371
Disease,R-HSA-8876258,Preceding Event Relation,R-HSA-8876246
Disease,R-HSA-8876240,Preceding Event Relation,R-HSA-8876230
Disease,R-HSA-8876255,Preceding Event Relation,R-HSA-8876258
Disease,R-HSA-8875371,Preceding Event Relation,null
Disease,R-HSA-8876948,Preceding Event Relation,R-HSA-112333
Disease,R-HSA-8876497,Preceding Event Relation,null
Disease,R-HSA-8876993,Preceding Event Relation,R-HSA-8876948
Disease,R-HSA-112333,Preceding Event Relation,R-HSA-8876497
Disease,R-HSA-8877003,Preceding Event Relation,R-HSA-8876993
Disease,R-HSA-164515,Preceding Event Relation,R-HSA-164500
Disease,R-HSA-164500,Preceding Event Relation,R-HSA-164507
Disease,R-HSA-164507,Preceding Event Relation,R-HSA-164510
Disease,R-HSA-164521,Preceding Event Relation,R-HSA-164515
Disease,R-HSA-164510,Preceding Event Relation,R-HSA-164509
Disease,R-HSA-164508,Preceding Event Relation,R-HSA-164521
Disease,R-HSA-164524,Preceding Event Relation,R-HSA-164508
Disease,R-HSA-164509,Preceding Event Relation,null
Disease,R-HSA-164514,Preceding Event Relation,R-HSA-173115
Disease,R-HSA-175250,Preceding Event Relation,R-HSA-162590
Disease,R-HSA-164845,Preceding Event Relation,R-HSA-162590
Disease,R-HSA-8951690,Preceding Event Relation,R-HSA-182876
Disease,R-HSA-164522,Preceding Event Relation,R-HSA-164514
Disease,R-HSA-173115,Preceding Event Relation,R-HSA-8951690
Disease,R-HSA-175174,Preceding Event Relation,R-HSA-162590
Disease,R-HSA-175258,Preceding Event Relation,R-HSA-175177
Disease,R-HSA-175177,Preceding Event Relation,R-HSA-175174
Disease,R-HSA-162590,Preceding Event Relation,R-HSA-180622
Disease,R-HSA-162590,Preceding Event Relation,R-HSA-164522
Disease,R-HSA-175108,Preceding Event Relation,R-HSA-162590
Disease,R-HSA-164506,Preceding Event Relation,R-HSA-164523
Disease,R-HSA-164523,Preceding Event Relation,R-HSA-175108
Disease,R-HSA-175117,Preceding Event Relation,R-HSA-162590
Disease,R-HSA-173771,Preceding Event Relation,R-HSA-173111
Disease,R-HSA-173111,Preceding Event Relation,R-HSA-173642
Disease,R-HSA-173642,Preceding Event Relation,R-HSA-164524
Disease,R-HSA-164527,Preceding Event Relation,R-HSA-173771
Disease,R-HSA-182876,Preceding Event Relation,R-HSA-164505
Disease,R-HSA-164528,Preceding Event Relation,R-HSA-164520
Disease,R-HSA-164519,Preceding Event Relation,R-HSA-164504
Disease,R-HSA-164503,Preceding Event Relation,R-HSA-182859
Disease,R-HSA-182859,Preceding Event Relation,R-HSA-164519
Disease,R-HSA-182795,Preceding Event Relation,R-HSA-164528
Disease,R-HSA-164504,Preceding Event Relation,R-HSA-164527
Disease,R-HSA-164520,Preceding Event Relation,R-HSA-164503
Disease,R-HSA-164512,Preceding Event Relation,R-HSA-173769
Disease,R-HSA-164513,Preceding Event Relation,R-HSA-182795
Disease,R-HSA-173769,Preceding Event Relation,R-HSA-164513
Disease,R-HSA-164505,Preceding Event Relation,R-HSA-164512
Disease,R-HSA-162914,Preceding Event Relation,null
Disease,R-HSA-3149440,Preceding Event Relation,R-HSA-3149433
Disease,R-HSA-3149432,Preceding Event Relation,R-HSA-3149440
Disease,R-HSA-187211,Preceding Event Relation,null
Disease,R-HSA-171291,Preceding Event Relation,R-HSA-174493
Disease,R-HSA-174491,Preceding Event Relation,R-HSA-171291
Disease,R-HSA-3149433,Preceding Event Relation,R-HSA-187211
Disease,R-HSA-171288,Preceding Event Relation,R-HSA-174491
Disease,R-HSA-174494,Preceding Event Relation,R-HSA-187211
Disease,R-HSA-173647,Preceding Event Relation,R-HSA-171288
Disease,R-HSA-174493,Preceding Event Relation,R-HSA-174494
Disease,R-HSA-184323,Preceding Event Relation,R-HSA-184392
Disease,R-HSA-184392,Preceding Event Relation,null
Disease,R-HSA-3149434,Preceding Event Relation,R-HSA-184269
Disease,R-HSA-184269,Preceding Event Relation,R-HSA-184323
Disease,R-HSA-187213,Preceding Event Relation,null
Disease,R-HSA-3149454,Preceding Event Relation,null
Disease,R-HSA-167077,Preceding Event Relation,R-HSA-167084
Disease,R-HSA-167077,Preceding Event Relation,R-HSA-112429
Disease,R-HSA-167077,Preceding Event Relation,R-HSA-112436
Disease,R-HSA-167084,Preceding Event Relation,R-HSA-112430
Disease,R-HSA-167084,Preceding Event Relation,R-HSA-167085
Disease,R-HSA-167072,Preceding Event Relation,R-HSA-167089
Disease,R-HSA-167089,Preceding Event Relation,null
Disease,R-HSA-167478,Preceding Event Relation,R-HSA-167085
Disease,R-HSA-167083,Preceding Event Relation,R-HSA-112434
Disease,R-HSA-167083,Preceding Event Relation,R-HSA-167072
Disease,R-HSA-167085,Preceding Event Relation,R-HSA-167083
Disease,R-HSA-167085,Preceding Event Relation,R-HSA-112437
Disease,R-HSA-167147,Preceding Event Relation,R-HSA-167087
Disease,R-HSA-167087,Preceding Event Relation,R-HSA-167085
Disease,R-HSA-167234,Preceding Event Relation,R-HSA-167235
Disease,R-HSA-170706,Preceding Event Relation,R-HSA-167084
Disease,R-HSA-170704,Preceding Event Relation,R-HSA-170706
Disease,R-HSA-167191,Preceding Event Relation,null
Disease,R-HSA-167196,Preceding Event Relation,R-HSA-112429
Disease,R-HSA-167196,Preceding Event Relation,R-HSA-112436
Disease,R-HSA-167196,Preceding Event Relation,R-HSA-170704
Disease,R-HSA-167192,Preceding Event Relation,R-HSA-167181
Disease,R-HSA-167192,Preceding Event Relation,R-HSA-167148
Disease,R-HSA-167192,Preceding Event Relation,R-HSA-167150
Disease,R-HSA-167181,Preceding Event Relation,R-HSA-167196
Disease,R-HSA-167197,Preceding Event Relation,R-HSA-167192
Disease,R-HSA-167076,Preceding Event Relation,R-HSA-167181
Disease,R-HSA-167150,Preceding Event Relation,R-HSA-167076
Disease,R-HSA-167284,Preceding Event Relation,R-HSA-167087
Disease,R-HSA-167288,Preceding Event Relation,R-HSA-167284
Disease,R-HSA-167481,Preceding Event Relation,R-HSA-167284
Disease,R-HSA-9613490,Preceding Event Relation,R-HSA-167121
Disease,R-HSA-167474,Preceding Event Relation,R-HSA-167113
Disease,R-HSA-167474,Preceding Event Relation,R-HSA-167121
Disease,R-HSA-167136,Preceding Event Relation,R-HSA-167113
Disease,R-HSA-167121,Preceding Event Relation,R-HSA-9613498
Disease,R-HSA-9613498,Preceding Event Relation,R-HSA-167134
Disease,R-HSA-167115,Preceding Event Relation,R-HSA-167117
Disease,R-HSA-167113,Preceding Event Relation,R-HSA-9613490
Disease,R-HSA-167468,Preceding Event Relation,R-HSA-167136
Disease,R-HSA-167117,Preceding Event Relation,R-HSA-167136
Disease,R-HSA-167282,Preceding Event Relation,R-HSA-167087
Disease,R-HSA-167292,Preceding Event Relation,R-HSA-167282
Disease,R-HSA-167090,Preceding Event Relation,R-HSA-167181
Disease,R-HSA-167459,Preceding Event Relation,R-HSA-167090
Disease,R-HSA-167148,Preceding Event Relation,R-HSA-167090
Disease,R-HSA-167153,Preceding Event Relation,R-HSA-167133
Disease,R-HSA-167111,Preceding Event Relation,R-HSA-167115
Disease,R-HSA-167098,Preceding Event Relation,R-HSA-167111
Disease,R-HSA-167128,Preceding Event Relation,R-HSA-167098
Disease,R-HSA-167133,Preceding Event Relation,R-HSA-167128
Disease,R-HSA-167097,Preceding Event Relation,null
Disease,R-HSA-167477,Preceding Event Relation,null
Disease,R-HSA-167130,Preceding Event Relation,R-HSA-167118
Disease,R-HSA-167118,Preceding Event Relation,R-HSA-167097
Disease,R-HSA-167134,Preceding Event Relation,R-HSA-167130
Disease,R-HSA-167484,Preceding Event Relation,R-HSA-167097
Disease,R-HSA-165027,Preceding Event Relation,R-HSA-180736
Disease,R-HSA-165043,Preceding Event Relation,R-HSA-165034
Disease,R-HSA-180739,Preceding Event Relation,R-HSA-165047
Disease,R-HSA-165047,Preceding Event Relation,R-HSA-165043
Disease,R-HSA-165028,Preceding Event Relation,R-HSA-180739
Disease,R-HSA-180885,Preceding Event Relation,R-HSA-165033
Disease,R-HSA-165034,Preceding Event Relation,R-HSA-180687
Disease,R-HSA-165034,Preceding Event Relation,R-HSA-165033
Disease,R-HSA-165033,Preceding Event Relation,R-HSA-165027
Disease,R-HSA-180687,Preceding Event Relation,null
Disease,R-HSA-165055,Preceding Event Relation,R-HSA-165028
Disease,R-HSA-165055,Preceding Event Relation,R-HSA-165047
Disease,R-HSA-3159232,Preceding Event Relation,null
Disease,R-HSA-3159227,Preceding Event Relation,R-HSA-3159232
Disease,R-HSA-3139027,Preceding Event Relation,R-HSA-3159227
Disease,R-HSA-167235,Preceding Event Relation,null
Disease,R-HSA-180855,Preceding Event Relation,null
Disease,R-HSA-180905,Preceding Event Relation,R-HSA-180855
Disease,R-HSA-180627,Preceding Event Relation,null
Disease,R-HSA-180622,Preceding Event Relation,null
Disease,R-HSA-180630,Preceding Event Relation,null
Disease,R-HSA-180634,Preceding Event Relation,null
Disease,R-HSA-180632,Preceding Event Relation,R-HSA-180634
Disease,R-HSA-180599,Preceding Event Relation,R-HSA-180591
Disease,R-HSA-180597,Preceding Event Relation,R-HSA-180599
Disease,R-HSA-180606,Preceding Event Relation,null
Disease,R-HSA-180591,Preceding Event Relation,R-HSA-180606
Disease,R-HSA-180573,Preceding Event Relation,R-HSA-180597
Disease,R-HSA-180736,Preceding Event Relation,R-HSA-180732
Disease,R-HSA-180710,Preceding Event Relation,R-HSA-180725
Disease,R-HSA-180709,Preceding Event Relation,R-HSA-165028
Disease,R-HSA-180725,Preceding Event Relation,R-HSA-180709
Disease,R-HSA-180728,Preceding Event Relation,R-HSA-180732
Disease,R-HSA-180728,Preceding Event Relation,R-HSA-180687
Disease,R-HSA-180732,Preceding Event Relation,R-HSA-180710
Disease,R-HSA-200858,Preceding Event Relation,null
Disease,R-HSA-200954,Preceding Event Relation,null
Disease,R-HSA-200952,Preceding Event Relation,null
Disease,R-HSA-164943,Preceding Event Relation,null
Disease,R-HSA-200908,Preceding Event Relation,null
Disease,R-HSA-167537,Preceding Event Relation,R-HSA-167566
Disease,R-HSA-167601,Preceding Event Relation,R-HSA-167597
Disease,R-HSA-167601,Preceding Event Relation,R-HSA-200879
Disease,R-HSA-167566,Preceding Event Relation,null
Disease,R-HSA-200879,Preceding Event Relation,null
Disease,R-HSA-167597,Preceding Event Relation,R-HSA-167537
Disease,R-HSA-182198,Preceding Event Relation,R-HSA-182186
Disease,R-HSA-182198,Preceding Event Relation,R-HSA-167537
Disease,R-HSA-182186,Preceding Event Relation,null
Disease,R-HSA-182171,Preceding Event Relation,R-HSA-167597
Disease,R-HSA-182171,Preceding Event Relation,R-HSA-182198
