PathwayName,Event,RelationType,PrecedingEventCurated
Immune System,R-HSA-2730892,Preceding Event Relation,R-HSA-2730851
Immune System,R-HSA-2730856,Preceding Event Relation,R-HSA-2730889
Immune System,R-HSA-2730889,Preceding Event Relation,R-HSA-2730840
Metabolism,R-HSA-1475028,Preceding Event Relation,null
Metabolism,R-HSA-1475026,Preceding Event Relation,R-HSA-71397
Metabolism,R-HSA-1475026,Preceding Event Relation,R-HSA-70967
Metabolism,R-HSA-1475026,Preceding Event Relation,R-HSA-71401
Metabolism,R-HSA-1475026,Preceding Event Relation,R-HSA-450984
Metabolism,R-HSA-1475025,Preceding Event Relation,R-HSA-450984
Metabolism,R-HSA-1475025,Preceding Event Relation,R-HSA-71401
Metabolism,R-HSA-1475025,Preceding Event Relation,R-HSA-70967
Metabolism,R-HSA-1475025,Preceding Event Relation,R-HSA-71397
Metabolism,R-HSA-1237045,Preceding Event Relation,null
Metabolism,R-HSA-1475022,Preceding Event Relation,null
Metabolism,R-HSA-1237081,Preceding Event Relation,null
Metabolism,R-HSA-1475032,Preceding Event Relation,R-HSA-450984
Metabolism,R-HSA-1475032,Preceding Event Relation,R-HSA-71401
Metabolism,R-HSA-1475032,Preceding Event Relation,R-HSA-70967
Metabolism,R-HSA-1475032,Preceding Event Relation,R-HSA-71397
Metabolism,R-HSA-1475017,Preceding Event Relation,null
Metabolism,R-HSA-1855190,Preceding Event Relation,R-HSA-1855217
Metabolism,R-HSA-1855190,Preceding Event Relation,R-HSA-1855205
Metabolism,R-HSA-1855190,Preceding Event Relation,R-HSA-1855221
Metabolism,R-HSA-1855190,Preceding Event Relation,R-HSA-1855177
Metabolism,R-HSA-1855190,Preceding Event Relation,R-HSA-167686
Metabolism,R-HSA-1855190,Preceding Event Relation,R-HSA-1855214
Metabolism,R-HSA-1855168,Preceding Event Relation,R-HSA-1855153
Metabolism,R-HSA-1855168,Preceding Event Relation,R-HSA-1855172
Metabolism,R-HSA-1855201,Preceding Event Relation,R-HSA-1855169
Metabolism,R-HSA-1855201,Preceding Event Relation,R-HSA-1855197
Metabolism,R-HSA-1855212,Preceding Event Relation,R-HSA-1855216
Metabolism,R-HSA-1855212,Preceding Event Relation,R-HSA-2023973
Metabolism,R-HSA-1855188,Preceding Event Relation,R-HSA-2023971
Metabolism,R-HSA-1855188,Preceding Event Relation,R-HSA-1855179
Metabolism,R-HSA-1855188,Preceding Event Relation,R-HSA-1855198
Metabolism,R-HSA-1855165,Preceding Event Relation,R-HSA-1855220
Metabolism,R-HSA-1855165,Preceding Event Relation,R-HSA-1855194
Metabolism,R-HSA-1855165,Preceding Event Relation,R-HSA-1855182
Metabolism,R-HSA-1855166,Preceding Event Relation,R-HSA-1855223
Metabolism,R-HSA-1855166,Preceding Event Relation,R-HSA-1855173
Metabolism,R-HSA-1855198,Preceding Event Relation,R-HSA-1855203
Metabolism,R-HSA-1855198,Preceding Event Relation,R-HSA-1855227
Metabolism,R-HSA-1855198,Preceding Event Relation,R-HSA-1855165
Metabolism,R-HSA-1855193,Preceding Event Relation,R-HSA-1855223
Metabolism,R-HSA-1855193,Preceding Event Relation,R-HSA-1855173
Metabolism,R-HSA-1855162,Preceding Event Relation,R-HSA-1855219
Metabolism,R-HSA-1855194,Preceding Event Relation,R-HSA-1855216
Metabolism,R-HSA-1855194,Preceding Event Relation,R-HSA-2023973
Metabolism,R-HSA-1855227,Preceding Event Relation,R-HSA-2023971
Metabolism,R-HSA-1855227,Preceding Event Relation,R-HSA-1855179
Metabolism,R-HSA-1855227,Preceding Event Relation,R-HSA-1855198
Metabolism,R-HSA-1855158,Preceding Event Relation,R-HSA-1855203
Metabolism,R-HSA-1855158,Preceding Event Relation,R-HSA-1855227
Metabolism,R-HSA-1855158,Preceding Event Relation,R-HSA-1855165
Metabolism,R-HSA-1855223,Preceding Event Relation,R-HSA-1855155
Metabolism,R-HSA-1855223,Preceding Event Relation,R-HSA-1855162
Metabolism,R-HSA-1855223,Preceding Event Relation,R-HSA-1855161
Metabolism,R-HSA-1855223,Preceding Event Relation,R-HSA-1855166
Metabolism,R-HSA-1855216,Preceding Event Relation,R-HSA-2023971
Metabolism,R-HSA-1855216,Preceding Event Relation,R-HSA-1855179
Metabolism,R-HSA-1855216,Preceding Event Relation,R-HSA-1855198
Metabolism,R-HSA-1855219,Preceding Event Relation,R-HSA-1855155
Metabolism,R-HSA-1855219,Preceding Event Relation,R-HSA-1855162
Metabolism,R-HSA-1855219,Preceding Event Relation,R-HSA-1855161
Metabolism,R-HSA-1855219,Preceding Event Relation,R-HSA-1855166
Metabolism,R-HSA-1855182,Preceding Event Relation,R-HSA-1855203
Metabolism,R-HSA-1855182,Preceding Event Relation,R-HSA-1855227
Metabolism,R-HSA-1855182,Preceding Event Relation,R-HSA-1855165
Metabolism,R-HSA-1855179,Preceding Event Relation,R-HSA-1855155
Metabolism,R-HSA-1855179,Preceding Event Relation,R-HSA-1855162
Metabolism,R-HSA-1855179,Preceding Event Relation,R-HSA-1855161
Metabolism,R-HSA-1855179,Preceding Event Relation,R-HSA-1855166
Metabolism,R-HSA-2023973,Preceding Event Relation,R-HSA-1855220
Metabolism,R-HSA-2023973,Preceding Event Relation,R-HSA-1855194
Metabolism,R-HSA-2023973,Preceding Event Relation,R-HSA-1855182
Metabolism,R-HSA-2023971,Preceding Event Relation,R-HSA-1855216
Metabolism,R-HSA-2023971,Preceding Event Relation,R-HSA-2023973
Metabolism,R-HSA-1855225,Preceding Event Relation,R-HSA-1855187
Metabolism,R-HSA-1855225,Preceding Event Relation,R-HSA-1855164
Metabolism,R-HSA-1855163,Preceding Event Relation,R-HSA-1855195
Metabolism,R-HSA-1855163,Preceding Event Relation,R-HSA-1855225
Metabolism,R-HSA-1855200,Preceding Event Relation,R-HSA-1855186
Metabolism,R-HSA-1855217,Preceding Event Relation,R-HSA-1855200
Metabolism,R-HSA-1855155,Preceding Event Relation,R-HSA-1855195
Metabolism,R-HSA-1855155,Preceding Event Relation,R-HSA-1855225
Metabolism,R-HSA-5678327,Preceding Event Relation,R-HSA-1855210
Metabolism,R-HSA-1855222,Preceding Event Relation,R-HSA-1855217
Metabolism,R-HSA-1855222,Preceding Event Relation,R-HSA-1855205
Metabolism,R-HSA-1855222,Preceding Event Relation,R-HSA-1855221
Metabolism,R-HSA-1855222,Preceding Event Relation,R-HSA-1855177
Metabolism,R-HSA-1855222,Preceding Event Relation,R-HSA-167686
Metabolism,R-HSA-1855222,Preceding Event Relation,R-HSA-1855214
Metabolism,R-HSA-1855154,Preceding Event Relation,null
Metabolism,R-HSA-1855180,Preceding Event Relation,R-HSA-1855171
Metabolism,R-HSA-1855180,Preceding Event Relation,R-HSA-1855218
Metabolism,R-HSA-1855180,Preceding Event Relation,R-HSA-1855213
Metabolism,R-HSA-6809238,Preceding Event Relation,null
Metabolism,R-HSA-1855208,Preceding Event Relation,R-HSA-1855222
Metabolism,R-HSA-1855208,Preceding Event Relation,R-HSA-1855174
Metabolism,R-HSA-1855178,Preceding Event Relation,null
Metabolism,R-HSA-1855210,Preceding Event Relation,R-HSA-1855202
Metabolism,R-HSA-1855210,Preceding Event Relation,R-HSA-1855178
Metabolism,R-HSA-1855211,Preceding Event Relation,R-HSA-1855208
Metabolism,R-HSA-1855174,Preceding Event Relation,R-HSA-1855217
Metabolism,R-HSA-1855174,Preceding Event Relation,R-HSA-1855205
Metabolism,R-HSA-1855174,Preceding Event Relation,R-HSA-1855221
Metabolism,R-HSA-1855174,Preceding Event Relation,R-HSA-1855177
Metabolism,R-HSA-1855174,Preceding Event Relation,R-HSA-167686
Metabolism,R-HSA-1855174,Preceding Event Relation,R-HSA-1855214
Metabolism,R-HSA-6809565,Preceding Event Relation,R-HSA-6809238
Metabolism,R-HSA-1855232,Preceding Event Relation,R-HSA-1855171
Metabolism,R-HSA-1855232,Preceding Event Relation,R-HSA-1855218
Metabolism,R-HSA-1855232,Preceding Event Relation,R-HSA-1855213
Metabolism,R-HSA-1855202,Preceding Event Relation,R-HSA-1855232
Metabolism,R-HSA-6809561,Preceding Event Relation,null
Metabolism,R-HSA-1855187,Preceding Event Relation,R-HSA-1855188
Metabolism,R-HSA-1855187,Preceding Event Relation,R-HSA-1855176
Metabolism,R-HSA-1855213,Preceding Event Relation,R-HSA-1855153
Metabolism,R-HSA-1855213,Preceding Event Relation,R-HSA-1855172
Metabolism,R-HSA-1855197,Preceding Event Relation,R-HSA-1855171
Metabolism,R-HSA-1855197,Preceding Event Relation,R-HSA-1855218
Metabolism,R-HSA-1855197,Preceding Event Relation,R-HSA-1855213
Metabolism,R-HSA-1855214,Preceding Event Relation,null
Metabolism,R-HSA-1855177,Preceding Event Relation,R-HSA-1676082
Metabolism,R-HSA-1855177,Preceding Event Relation,R-HSA-1675776
Metabolism,R-HSA-1855177,Preceding Event Relation,R-HSA-199456
Metabolism,R-HSA-1855172,Preceding Event Relation,R-HSA-1855171
Metabolism,R-HSA-1855172,Preceding Event Relation,R-HSA-1855218
Metabolism,R-HSA-1855172,Preceding Event Relation,R-HSA-1855213
Metabolism,R-HSA-1855221,Preceding Event Relation,R-HSA-1676082
Metabolism,R-HSA-1855221,Preceding Event Relation,R-HSA-1675776
Metabolism,R-HSA-1855221,Preceding Event Relation,R-HSA-199456
Metabolism,R-HSA-1855205,Preceding Event Relation,R-HSA-1855153
Metabolism,R-HSA-1855205,Preceding Event Relation,R-HSA-1855172
Metabolism,R-HSA-1855159,Preceding Event Relation,R-HSA-1855169
Metabolism,R-HSA-1855159,Preceding Event Relation,R-HSA-1855197
Metabolism,R-HSA-1855153,Preceding Event Relation,R-HSA-1855217
Metabolism,R-HSA-1855153,Preceding Event Relation,R-HSA-1855205
Metabolism,R-HSA-1855153,Preceding Event Relation,R-HSA-1855221
Metabolism,R-HSA-1855153,Preceding Event Relation,R-HSA-1855177
Metabolism,R-HSA-1855153,Preceding Event Relation,R-HSA-167686
Metabolism,R-HSA-1855153,Preceding Event Relation,R-HSA-1855214
Metabolism,R-HSA-1855169,Preceding Event Relation,R-HSA-1855159
Metabolism,R-HSA-1855218,Preceding Event Relation,R-HSA-1855153
Metabolism,R-HSA-1855218,Preceding Event Relation,R-HSA-1855172
Metabolism,R-HSA-1855171,Preceding Event Relation,R-HSA-1855169
Metabolism,R-HSA-1855171,Preceding Event Relation,R-HSA-1855197
Metabolism,R-HSA-1855160,Preceding Event Relation,R-HSA-1855195
Metabolism,R-HSA-1855160,Preceding Event Relation,R-HSA-1855225
Metabolism,R-HSA-1855189,Preceding Event Relation,R-HSA-1855163
Metabolism,R-HSA-1855228,Preceding Event Relation,R-HSA-1855201
Metabolism,R-HSA-1855181,Preceding Event Relation,R-HSA-1855185
Metabolism,R-HSA-1855181,Preceding Event Relation,R-HSA-1855206
Metabolism,R-HSA-1855181,Preceding Event Relation,R-HSA-1855160
Metabolism,R-HSA-1855181,Preceding Event Relation,R-HSA-1855228
Metabolism,R-HSA-1855230,Preceding Event Relation,R-HSA-1855181
Metabolism,R-HSA-1855176,Preceding Event Relation,R-HSA-1855185
Metabolism,R-HSA-1855176,Preceding Event Relation,R-HSA-1855206
Metabolism,R-HSA-1855176,Preceding Event Relation,R-HSA-1855160
Metabolism,R-HSA-1855176,Preceding Event Relation,R-HSA-1855228
Metabolism,R-HSA-1855224,Preceding Event Relation,R-HSA-1855207
Metabolism,R-HSA-1855157,Preceding Event Relation,R-HSA-1855212
Metabolism,R-HSA-1855206,Preceding Event Relation,R-HSA-1855233
Metabolism,R-HSA-1855206,Preceding Event Relation,R-HSA-1855168
Metabolism,R-HSA-1855207,Preceding Event Relation,R-HSA-1855188
Metabolism,R-HSA-1855207,Preceding Event Relation,R-HSA-1855176
Metabolism,R-HSA-1855233,Preceding Event Relation,R-HSA-1855190
Metabolism,R-HSA-1855185,Preceding Event Relation,R-HSA-1855189
Metabolism,R-HSA-1855164,Preceding Event Relation,R-HSA-2023971
Metabolism,R-HSA-1855164,Preceding Event Relation,R-HSA-1855179
Metabolism,R-HSA-1855164,Preceding Event Relation,R-HSA-1855198
Metabolism,R-HSA-1855195,Preceding Event Relation,R-HSA-1855155
Metabolism,R-HSA-1855195,Preceding Event Relation,R-HSA-1855162
Metabolism,R-HSA-1855195,Preceding Event Relation,R-HSA-1855161
Metabolism,R-HSA-1855195,Preceding Event Relation,R-HSA-1855166
Metabolism,R-HSA-1855186,Preceding Event Relation,R-HSA-1855153
Metabolism,R-HSA-1855186,Preceding Event Relation,R-HSA-1855172
Metabolism,R-HSA-1855161,Preceding Event Relation,R-HSA-1855185
Metabolism,R-HSA-1855161,Preceding Event Relation,R-HSA-1855206
Metabolism,R-HSA-1855161,Preceding Event Relation,R-HSA-1855160
Metabolism,R-HSA-1855161,Preceding Event Relation,R-HSA-1855228
Metabolism,R-HSA-1855220,Preceding Event Relation,R-HSA-1855157
Metabolism,R-HSA-1855173,Preceding Event Relation,R-HSA-1855181
Metabolism,R-HSA-1855203,Preceding Event Relation,R-HSA-1855207
Metabolism,R-HSA-169683,Preceding Event Relation,null
Metabolism,R-HSA-169680,Preceding Event Relation,R-HSA-1855217
Metabolism,R-HSA-169680,Preceding Event Relation,R-HSA-1112666
Metabolism,R-HSA-169680,Preceding Event Relation,R-HSA-1855205
Metabolism,R-HSA-169680,Preceding Event Relation,R-HSA-1855221
Metabolism,R-HSA-169680,Preceding Event Relation,R-HSA-399998
Metabolism,R-HSA-169680,Preceding Event Relation,R-HSA-398193
Metabolism,R-HSA-169680,Preceding Event Relation,R-HSA-111879
Metabolism,R-HSA-169680,Preceding Event Relation,R-HSA-1855177
Metabolism,R-HSA-169680,Preceding Event Relation,R-HSA-202407
Metabolism,R-HSA-169680,Preceding Event Relation,R-HSA-167686
Metabolism,R-HSA-169680,Preceding Event Relation,R-HSA-1855214
Metabolism,R-HSA-169680,Preceding Event Relation,R-HSA-114689
Metabolism,R-HSA-400023,Preceding Event Relation,R-HSA-400027
Metabolism,R-HSA-400434,Preceding Event Relation,null
Metabolism,R-HSA-416530,Preceding Event Relation,R-HSA-400434
Metabolism,R-HSA-399998,Preceding Event Relation,R-HSA-400023
Metabolism,R-HSA-400027,Preceding Event Relation,R-HSA-399995
Metabolism,R-HSA-400027,Preceding Event Relation,R-HSA-416530
Metabolism,R-HSA-434382,Preceding Event Relation,R-HSA-434381
Metabolism,R-HSA-434381,Preceding Event Relation,null
Metabolism,R-HSA-265682,Preceding Event Relation,R-HSA-381707
Metabolism,R-HSA-381668,Preceding Event Relation,R-HSA-381607
Metabolism,R-HSA-381607,Preceding Event Relation,R-HSA-381704
Metabolism,R-HSA-381713,Preceding Event Relation,R-HSA-381707
Metabolism,R-HSA-422320,Preceding Event Relation,R-HSA-381706
Metabolism,R-HSA-422320,Preceding Event Relation,R-HSA-432195
Metabolism,R-HSA-381612,Preceding Event Relation,null
Metabolism,R-HSA-381644,Preceding Event Relation,R-HSA-381707
Metabolism,R-HSA-381727,Preceding Event Relation,R-HSA-381608
Metabolism,R-HSA-381727,Preceding Event Relation,R-HSA-381668
Metabolism,R-HSA-381704,Preceding Event Relation,R-HSA-422320
Metabolism,R-HSA-381608,Preceding Event Relation,R-HSA-381607
Metabolism,R-HSA-381707,Preceding Event Relation,R-HSA-381607
Metabolism,R-HSA-381706,Preceding Event Relation,R-HSA-381612
Metabolism,R-HSA-265645,Preceding Event Relation,R-HSA-265682
Metabolism,R-HSA-265645,Preceding Event Relation,R-HSA-381713
Metabolism,R-HSA-499981,Preceding Event Relation,null
Metabolism,R-HSA-265166,Preceding Event Relation,R-HSA-169683
Metabolism,R-HSA-265166,Preceding Event Relation,R-HSA-265645
Metabolism,R-HSA-265166,Preceding Event Relation,R-HSA-381644
Metabolism,R-HSA-400015,Preceding Event Relation,R-HSA-399998
Metabolism,R-HSA-400012,Preceding Event Relation,null
Metabolism,R-HSA-399978,Preceding Event Relation,R-HSA-400015
Metabolism,R-HSA-399995,Preceding Event Relation,R-HSA-400012
Metabolism,R-HSA-400071,Preceding Event Relation,null
Metabolism,R-HSA-400037,Preceding Event Relation,R-HSA-400092
Metabolism,R-HSA-400097,Preceding Event Relation,R-HSA-400037
Metabolism,R-HSA-400046,Preceding Event Relation,R-HSA-400037
Metabolism,R-HSA-400063,Preceding Event Relation,R-HSA-400037
Metabolism,R-HSA-400092,Preceding Event Relation,R-HSA-400071
Metabolism,R-HSA-8848663,Preceding Event Relation,R-HSA-1183058
Metabolism,R-HSA-163664,Preceding Event Relation,null
Metabolism,R-HSA-164151,Preceding Event Relation,R-HSA-163664
Metabolism,R-HSA-163691,Preceding Event Relation,R-HSA-380930
Metabolism,R-HSA-163691,Preceding Event Relation,R-HSA-164151
Metabolism,R-HSA-163750,Preceding Event Relation,R-HSA-163769
Metabolism,R-HSA-164056,Preceding Event Relation,null
Metabolism,R-HSA-163688,Preceding Event Relation,R-HSA-163769
Metabolism,R-HSA-163689,Preceding Event Relation,R-HSA-163769
Metabolism,R-HSA-163666,Preceding Event Relation,R-HSA-163688
Metabolism,R-HSA-163666,Preceding Event Relation,R-HSA-164056
Metabolism,R-HSA-163748,Preceding Event Relation,R-HSA-163666
Metabolism,R-HSA-163669,Preceding Event Relation,R-HSA-163666
Metabolism,R-HSA-163733,Preceding Event Relation,R-HSA-163666
Metabolism,R-HSA-163770,Preceding Event Relation,R-HSA-163666
Metabolism,R-HSA-163743,Preceding Event Relation,R-HSA-163666
Metabolism,R-HSA-163751,Preceding Event Relation,R-HSA-70454
Metabolism,R-HSA-163751,Preceding Event Relation,R-HSA-70471
Metabolism,R-HSA-163764,Preceding Event Relation,R-HSA-70471
Metabolism,R-HSA-163741,Preceding Event Relation,R-HSA-70454
Metabolism,R-HSA-163741,Preceding Event Relation,R-HSA-163764
Metabolism,R-HSA-163769,Preceding Event Relation,R-HSA-163741
Metabolism,R-HSA-163769,Preceding Event Relation,R-HSA-163751
Metabolism,R-HSA-163670,Preceding Event Relation,R-HSA-163689
Metabolism,R-HSA-164423,Preceding Event Relation,R-HSA-163672
Metabolism,R-HSA-163672,Preceding Event Relation,R-HSA-111924
Metabolism,R-HSA-163676,Preceding Event Relation,R-HSA-164423
Metabolism,R-HSA-163676,Preceding Event Relation,R-HSA-111925
Metabolism,R-HSA-163773,Preceding Event Relation,R-HSA-111925
Metabolism,R-HSA-825631,Preceding Event Relation,R-HSA-163625
Metabolism,R-HSA-163617,Preceding Event Relation,R-HSA-392874
Metabolism,R-HSA-163617,Preceding Event Relation,R-HSA-744886
Metabolism,R-HSA-163617,Preceding Event Relation,R-HSA-422320
Metabolism,R-HSA-163617,Preceding Event Relation,R-HSA-825631
Metabolism,R-HSA-111925,Preceding Event Relation,R-HSA-8951727
Metabolism,R-HSA-164377,Preceding Event Relation,R-HSA-163617
Metabolism,R-HSA-163625,Preceding Event Relation,null
Metabolism,R-HSA-189442,Preceding Event Relation,R-HSA-71249
Metabolism,R-HSA-190182,Preceding Event Relation,R-HSA-190168
Metabolism,R-HSA-917892,Preceding Event Relation,null
Metabolism,R-HSA-2995334,Preceding Event Relation,R-HSA-2995330
Metabolism,R-HSA-189423,Preceding Event Relation,R-HSA-189421
Metabolism,R-HSA-189421,Preceding Event Relation,R-HSA-189467
Metabolism,R-HSA-2995330,Preceding Event Relation,R-HSA-189465
Metabolism,R-HSA-189456,Preceding Event Relation,R-HSA-189442
Metabolism,R-HSA-189488,Preceding Event Relation,R-HSA-189406
Metabolism,R-HSA-189425,Preceding Event Relation,R-HSA-189488
Metabolism,R-HSA-189457,Preceding Event Relation,R-HSA-189423
Metabolism,R-HSA-9661408,Preceding Event Relation,null
Metabolism,R-HSA-917979,Preceding Event Relation,null
Metabolism,R-HSA-9661419,Preceding Event Relation,null
Metabolism,R-HSA-189467,Preceding Event Relation,R-HSA-189425
Metabolism,R-HSA-190168,Preceding Event Relation,R-HSA-189406
Metabolism,R-HSA-189465,Preceding Event Relation,R-HSA-189457
Metabolism,R-HSA-189406,Preceding Event Relation,R-HSA-189439
Metabolism,R-HSA-189439,Preceding Event Relation,R-HSA-189456
Metabolism,R-HSA-190141,Preceding Event Relation,null
Metabolism,R-HSA-9661425,Preceding Event Relation,R-HSA-9661432
Metabolism,R-HSA-9661745,Preceding Event Relation,R-HSA-9661820
Metabolism,R-HSA-9663511,Preceding Event Relation,R-HSA-9661723
Metabolism,R-HSA-9663511,Preceding Event Relation,R-HSA-9661397
Metabolism,R-HSA-9663511,Preceding Event Relation,R-HSA-9661799
Metabolism,R-HSA-9661397,Preceding Event Relation,R-HSA-9661425
Metabolism,R-HSA-189381,Preceding Event Relation,R-HSA-9663492
Metabolism,R-HSA-9661723,Preceding Event Relation,R-HSA-9661425
Metabolism,R-HSA-159179,Preceding Event Relation,R-HSA-159194
Metabolism,R-HSA-159179,Preceding Event Relation,R-HSA-174368
Metabolism,R-HSA-189384,Preceding Event Relation,R-HSA-189398
Metabolism,R-HSA-9661432,Preceding Event Relation,R-HSA-9661405
Metabolism,R-HSA-9661726,Preceding Event Relation,R-HSA-9661745
Metabolism,R-HSA-9661405,Preceding Event Relation,R-HSA-189384
Metabolism,R-HSA-9661820,Preceding Event Relation,R-HSA-9661417
Metabolism,R-HSA-9661820,Preceding Event Relation,R-HSA-5679041
Metabolism,R-HSA-189398,Preceding Event Relation,R-HSA-917870
Metabolism,R-HSA-9661799,Preceding Event Relation,R-HSA-9661425
Metabolism,R-HSA-9661446,Preceding Event Relation,R-HSA-159179
Metabolism,R-HSA-9661446,Preceding Event Relation,R-HSA-159194
Metabolism,R-HSA-9663492,Preceding Event Relation,R-HSA-9663511
Metabolism,R-HSA-5679041,Preceding Event Relation,R-HSA-9661446
Metabolism,R-HSA-159194,Preceding Event Relation,R-HSA-189381
Metabolism,R-HSA-159194,Preceding Event Relation,R-HSA-174368
Metabolism,R-HSA-9661417,Preceding Event Relation,R-HSA-9661446
Metabolism,R-HSA-9661710,Preceding Event Relation,R-HSA-9661745
Metabolism,R-HSA-549192,Preceding Event Relation,R-HSA-75899
Metabolism,R-HSA-5696119,Preceding Event Relation,null
Metabolism,R-HSA-6800334,Preceding Event Relation,null
Metabolism,R-HSA-75899,Preceding Event Relation,R-HSA-75885
Metabolism,R-HSA-75900,Preceding Event Relation,R-HSA-75899
Metabolism,R-HSA-75887,Preceding Event Relation,null
Metabolism,R-HSA-75886,Preceding Event Relation,R-HSA-75887
Metabolism,R-HSA-75886,Preceding Event Relation,R-HSA-75889
Metabolism,R-HSA-163554,Preceding Event Relation,R-HSA-163418
Metabolism,R-HSA-163554,Preceding Event Relation,R-HSA-163602
Metabolism,R-HSA-163489,Preceding Event Relation,R-HSA-163416
Metabolism,R-HSA-8848355,Preceding Event Relation,null
Metabolism,R-HSA-163402,Preceding Event Relation,R-HSA-163551
Metabolism,R-HSA-163595,Preceding Event Relation,R-HSA-163402
Metabolism,R-HSA-163432,Preceding Event Relation,R-HSA-163549
Metabolism,R-HSA-163602,Preceding Event Relation,R-HSA-163416
Metabolism,R-HSA-163539,Preceding Event Relation,null
Metabolism,R-HSA-188467,Preceding Event Relation,null
Metabolism,R-HSA-163568,Preceding Event Relation,R-HSA-163418
Metabolism,R-HSA-8848339,Preceding Event Relation,null
Metabolism,R-HSA-8848338,Preceding Event Relation,null
Metabolism,R-HSA-163418,Preceding Event Relation,R-HSA-163539
Metabolism,R-HSA-163416,Preceding Event Relation,R-HSA-111925
Metabolism,R-HSA-5334794,Preceding Event Relation,R-HSA-163551
Metabolism,R-HSA-5334794,Preceding Event Relation,R-HSA-163432
Metabolism,R-HSA-5334794,Preceding Event Relation,R-HSA-163595
Metabolism,R-HSA-5334794,Preceding Event Relation,R-HSA-163402
Metabolism,R-HSA-163551,Preceding Event Relation,R-HSA-163549
Metabolism,R-HSA-163549,Preceding Event Relation,R-HSA-163554
Metabolism,R-HSA-8963913,Preceding Event Relation,R-HSA-209868
Metabolism,R-HSA-8963851,Preceding Event Relation,R-HSA-209738
Metabolism,R-HSA-209760,Preceding Event Relation,R-HSA-350168
Metabolism,R-HSA-8963915,Preceding Event Relation,R-HSA-8963913
Metabolism,R-HSA-209766,Preceding Event Relation,R-HSA-350158
Metabolism,R-HSA-350147,Preceding Event Relation,R-HSA-8963851
Metabolism,R-HSA-209765,Preceding Event Relation,R-HSA-209868
Metabolism,R-HSA-8963872,Preceding Event Relation,R-HSA-209754
Metabolism,R-HSA-209738,Preceding Event Relation,R-HSA-8963872
Metabolism,R-HSA-350158,Preceding Event Relation,R-HSA-209760
Metabolism,R-HSA-6807242,Preceding Event Relation,R-HSA-209845
Metabolism,R-HSA-350186,Preceding Event Relation,R-HSA-209944
Metabolism,R-HSA-209868,Preceding Event Relation,R-HSA-209845
Metabolism,R-HSA-209868,Preceding Event Relation,R-HSA-209766
Metabolism,R-HSA-8963864,Preceding Event Relation,R-HSA-350158
Metabolism,R-HSA-209845,Preceding Event Relation,R-HSA-350147
Metabolism,R-HSA-4546387,Preceding Event Relation,R-HSA-2993790
Metabolism,R-HSA-4546387,Preceding Event Relation,R-HSA-8963913
Metabolism,R-HSA-209754,Preceding Event Relation,R-HSA-6807053
Metabolism,R-HSA-209944,Preceding Event Relation,R-HSA-6807242
Metabolism,R-HSA-350168,Preceding Event Relation,R-HSA-350186
Metabolism,R-HSA-1449687,Preceding Event Relation,null
Metabolism,R-HSA-194023,Preceding Event Relation,null
Metabolism,R-HSA-196372,Preceding Event Relation,R-HSA-193068
Metabolism,R-HSA-194036,Preceding Event Relation,R-HSA-193997
Metabolism,R-HSA-193961,Preceding Event Relation,R-HSA-196372
Metabolism,R-HSA-194025,Preceding Event Relation,R-HSA-193981
Metabolism,R-HSA-193068,Preceding Event Relation,R-HSA-193097
Metabolism,R-HSA-193981,Preceding Event Relation,R-HSA-193961
Metabolism,R-HSA-193997,Preceding Event Relation,R-HSA-194025
Metabolism,R-HSA-193072,Preceding Event Relation,R-HSA-193052
Metabolism,R-HSA-193073,Preceding Event Relation,R-HSA-193070
Metabolism,R-HSA-193099,Preceding Event Relation,R-HSA-193072
Metabolism,R-HSA-193064,Preceding Event Relation,R-HSA-193099
Metabolism,R-HSA-193064,Preceding Event Relation,R-HSA-193073
Metabolism,R-HSA-193070,Preceding Event Relation,R-HSA-193068
Metabolism,R-HSA-469659,Preceding Event Relation,R-HSA-193064
Metabolism,R-HSA-5696822,Preceding Event Relation,null
Metabolism,R-HSA-193143,Preceding Event Relation,R-HSA-193064
Metabolism,R-HSA-804969,Preceding Event Relation,R-HSA-193060
Metabolism,R-HSA-6810594,Preceding Event Relation,null
Metabolism,R-HSA-193060,Preceding Event Relation,R-HSA-193099
Metabolism,R-HSA-5693390,Preceding Event Relation,null
Metabolism,R-HSA-8862137,Preceding Event Relation,null
Metabolism,R-HSA-194017,Preceding Event Relation,R-HSA-193996
Metabolism,R-HSA-193995,Preceding Event Relation,R-HSA-194017
Metabolism,R-HSA-196350,Preceding Event Relation,R-HSA-193097
Metabolism,R-HSA-193052,Preceding Event Relation,R-HSA-196350
Metabolism,R-HSA-193964,Preceding Event Relation,R-HSA-193052
Metabolism,R-HSA-193996,Preceding Event Relation,R-HSA-193964
Metabolism,R-HSA-193965,Preceding Event Relation,R-HSA-193995
Metabolism,R-HSA-8951850,Preceding Event Relation,null
Metabolism,R-HSA-196086,Preceding Event Relation,R-HSA-196126
Metabolism,R-HSA-193065,Preceding Event Relation,R-HSA-193054
Metabolism,R-HSA-193097,Preceding Event Relation,R-HSA-193101
Metabolism,R-HSA-196126,Preceding Event Relation,null
Metabolism,R-HSA-193054,Preceding Event Relation,R-HSA-196086
Metabolism,R-HSA-193054,Preceding Event Relation,R-HSA-8951850
Metabolism,R-HSA-196060,Preceding Event Relation,R-HSA-196125
Metabolism,R-HSA-193101,Preceding Event Relation,R-HSA-193065
